ft,nimi,vuosi,kustantaja,kirjailija,alkukieli,tyyppi
http://seco.tkk.fi/saha3/u349ddcc1-63fe-46c7-a4e5-cb512bf1faa8,Koiran virka,2002,Otava,"Cornwell, Patricia",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175984409438,Koiria,2002,Like,"Lindström, Hans",swe,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175984423360,Koivu ja tähti,2002,Otava,"Hietamies, Laila",fin,romaanit
http://seco.tkk.fi/saha3/u4ca6f9d0-4739-4cd7-b729-6dac22247ba1,Koko raha erest,2002,Turkuseura,"Vuorinen, Risto",fin,pakinakokoelmat
http://seco.tkk.fi/saha3/u239b1c9c-ad6e-4c11-b5ba-56cbdae8fe29,Kolmastoista Amy,2002,WSOY,"Kaye, Marilyn",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175985043393,Kolmastoista tuoli,2002,Atena,"London, Mindele",fin,novellikokoelmat
http://data.kirjasampo.fi/physicalWork_9510266426,Kolme pikku noitaa,2002,WSOY,"Adams, Georgie",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175985602330,Komisarion kiusaukset,2002,MC-Pilot,"Luik, Hans",est,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175985768062,Kononen ja contract killer,2002,Like,"Pasanen, Eero",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9516066372,Konsta ja palokunta,2002,Aika,"Toll, Claudia",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9516066380,Konsta lentää,2002,Aika,"Toll, Claudia",deu,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175985900847,Kootut pakinat,2002,Loki-Kirjat,Keskonen,fin,pakinakokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175985928475,Korea kirja,2002,Orienta,"Lompolo, Juhani",fin,kokoomateokset
http://seco.tkk.fi/saha3/u1f078a1f-2886-4b13-ad34-d8d7b1f739a1,Korkea maila,2002,Tammi,"Cras, Bengt-Åke",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175985977835,Korman talo,2002,Gummerus,"Huilaja, Janne",fin,romaanit
http://www.yso.fi/onto/kaunokki#Korpivaellus,Korpivaellus,2002,Omakustanne,"Haataja, Olli",fin,tietokirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175986384550,Koston hinta,2002,Otava,"Scottoline, Lisa",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175986405059,Koston komissio,2002,Tammi,"Soininvaara, Taavi",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175986405360,Koston merkki,2002,Jalava,"Hiltunen, Petri",fin,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9512837552,Kotieläimiä,2002,Kirjalito,"Kobilke, Christiane",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9512837560,Kotieläimiä,2002,Kirjalito,"Kobilke, Christiane",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9512837579,Kotieläimiä,2002,Kirjalito,"Kobilke, Christiane",deu,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175986480037,Kotikadullasi,2002,Tammi,"Clark, Mary Higgins",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175987036124,Kovat piipussa,2002,Egmont,"Walker, Mort",fin,sarjakuva-albumit
http://seco.tkk.fi/saha3/ubebb0a2d-0cb5-45fb-b7f0-edbf7e7d9373,Kuin kaksi marjaa,2002,Otava,"Wilson, Jacqueline",eng,romaanit
http://data.kirjasampo.fi/physicalWork_951975007X,Kuinka paratiisimetsä pelastettiin,2002,Suomalaiset oikeusjulkaisut,"Kalima, Essi",fin,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175988112465,Kuiva kuuma kesä,2002,Blue Moon,"Robinson, Peter",eng,romaanit
http://www.yso.fi/onto/kaunokki#Kuivaniemen_ensimmainen_lotta,Kuivaniemen ensimmäinen lotta,2002,Omakustanne,"Paaso, Erkki",fin,näytelmät
http://data.kirjasampo.fi/physicalWork_9518822042,Kuka häärää keittiössä,2002,Kustannus-Mäkelä,"Brown, Janet Allison",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9516273807,Kuka tietää miltä Krokotiili näyttää,2002,Lasten Keskus,"Montanari, Eva",ita,kuvakirjat
http://seco.tkk.fi/saha3/u4bd2f8f0-3ad8-4207-baeb-99fc1cddcbba,Kukka Kaalinen koulutiellä,2002,Tammi,"Peltoniemi, Sari",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175988393079,Kukko puussa,2002,Sammakko,"Lappi, Arto",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175988398786,Kukko tunkiolla,2002,WSOY,"Ahti, Risto",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9511179306,"Kukkuluuruu, Antti",2002,Otava,"Got, Yves",fra,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9518822123,Kukon jouluaatto,2002,Kustannus-Mäkelä,"Lind, Mecka",swe,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175988414314,Kuljen pakolliset pihat ja ne toiset,2002,Kullervo,"Sironen, Kosti",fin,runokokoelmat
http://seco.tkk.fi/saha3/uc18f4748-86de-41d1-afab-87fba5996118,Kullervo. Kihlaus. Leo ja Liina,2002,WSOY,"Kivi, Aleksis",fin,"näytelmät, kokoelmat"
http://seco.tkk.fi/saha3/udbaa597b-b423-47c5-87f3-15b38a06c08b,Kulorastaan huilu ,2002,Omakustanne,"Autio, Saara",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175988971483,Kummajainen astuu kehiin,2002,Like,"Gardell, Jonas",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175989539582,Kun Jumala sulki silmänsä,2002,Karisto,"Zweigbergk, Helena von",swe,romaanit
http://seco.tkk.fi/saha3/uc1e123bc-c3a0-48bb-b423-8cf1bfb326f9,Kun enkelit katsovat muualle,2002,WSOY,"Simukka, Salla",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175989600351,Kun luulit unohtaneesi,2002,Tammi,"Lehtolainen, Leena",fin,romaanit
http://seco.tkk.fi/saha3/u02af3be6-0e69-41ad-b77d-698201d61048,Kun maasta sataa vettä,2002,Pesäpuu,"Holmberg, Tiina",fin,sadut
http://www.yso.fi/onto/kaunokki#Instance_ID123175989960852,Kun olen luonasi,2002,WSOY,"Ullmann, Linn",nor,romaanit
http://seco.tkk.fi/saha3/u7ab8bdb1-7271-4e53-85a5-b9fdf91a15cb,Kun pimeys laskeutuu,2002,Stabenfeldt,"Raven, Emma",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175990076170,Kun virta kääntyy,2002,Tammi,"Spragg, Mark",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9513125300,Kun äiti karkasi kotoa,2002,Tammi,"Stark, Ulf",swe,kuvakirjat
http://seco.tkk.fi/saha3/uba378ebb-3b5f-478a-bfe9-1483cef46fcd,Kundi kuin kameleontti,2002,Otava,"Lehtinen, Tuija",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u13dae136-50f0-4f3f-b0e8-c2be09dfffd3,Kung fu -poliisit,2002,Otava,"Tuominen, Tomi",fin,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175989315113,Kuningatar K,2002,Lasipalatsi,"Ruohonen, Laura",fin,näytelmät
http://seco.tkk.fi/saha3/u24b7ea60-76c5-4bae-a238-d0662fd64c92,Kuninkaanjoen erätarinoita,2002,Eke-Tuote,"Sippola, Kari",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175990725468,Kuolema saa odottaa,2002,Jalava,"Benson, Raymond",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175990602274,Kuoleman sokea piste,2002,WSOY,"Angel, Anja",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175990653922,Kuoleman valttikortit,2002,Like,"Willeford, Charles",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175990431579,Kuolemankujan hakuammuntaa tappajan pistoolilla,2002,Musiikki-mainos ky Juntunen,"Surkka, Timo",fin,romaanit
http://seco.tkk.fi/saha3/u7034be43-7132-4804-81fd-24a3f1c6edb0,Kuolontuoksu,2002,Tammi,"Jarvis, Robin",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175991015939,Kuovi huutaa kuolemaa,2002,Kustannus-Mäkelä,"Vuoristo, Aira",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID12317599111164,Kurjet lähtevät,2002,Myllylahti,"Moilanen, Mauno",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175991122430,Kurpitsavaunut,2002,Sammakko,"Isopahkala, Marjo",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175991158971,Kutsu,2002,WSOY,"Grisham, John",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9512838095,Kuu loistaa,2002,Kirjalito,"Krätschmer, Marion",deu,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9510271640,Kuudennen kerroksen Maikki,2002,WSOY,"Savolainen, Salla",fin,kuvakirjat
http://www.seco.tkk.fi/applications/saha#Instance_ID1245317241661,Kuumaa hiekkaa,2002,Arktinen Banaani,Juba,fin,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123175991535585,Kuun pimeä puoli,2002,Kirjaviihde,"Lyijynen, Reijo",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9518822603,Kuun valossa ja muita iltasatuja,2002,Kustannus-Mäkelä,"McBratney, Sam",eng,satukokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID12317599155812,"Kuuntele, romantiikkaa",2002,Tammi,"Santanen, Eino",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175991560811,Kuuntelen sydämelläni,2002,SLEY,"Seppälä, Leena",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175991622263,Kuurupiilo,2002,Blue Moon,"Rankin, Ian",eng,romaanit
http://seco.tkk.fi/saha3/u9ef09cb3-8995-42f5-8789-4bd207f1ae07,Kuusikon keiju,2002,Omakustanne,"Aho, Valde",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_952542409X,Kykkymylliäinen,2002,Porvoon julmapaino,"Söderström, Helena",fin,satukokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175992232054,Kylmä maraton,2002,Like,"Tossavainen, Jouni",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Kyteva_tuli,Kytevä tuli,2002,Omakustanne,"Sivula-Kuitula, Hilkka",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Instance_ID123175976187492,Kännykkäkeisarin uudet vaatteet,2002,Karisto,"Kiiski, Timo",fin,romaanit
http://seco.tkk.fi/saha3/u6d5f0126-0c8a-44b3-bc55-6f2e416924d8,Käpälämäki,2002,Otava,"Itkonen, Jukka",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175971902260,Käännekohta,2002,WSOY,"Sparks, Nicholas",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175972123320,Käärmeitten kuningas ja rohkea ratsastaja sekä muita tarinoita,2002,Kustannus Hilden,"Kivi, Aleksis",fin,satukokoelmat
http://data.kirjasampo.fi/physicalWork_9518821976,Lady Lupiinin käytösopas,2002,Kustannus-Mäkelä,"Cole, Babette",eng,kuvakirjat
http://seco.tkk.fi/saha3/u44ec5ca0-08b1-4a6b-a758-cfc25dd9f7b9,Laiska linnunpelätin,2002,Kustannus-Mäkelä,"Powell, Jillian",eng,romaanit
http://seco.tkk.fi/saha3/u955c3ca3-a935-4afe-a4b9-d9def796460b,Lakeuden lapset ,2002,Omakustanne,"Louhija, Aura",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175993548432,Lamaannuttava silmänräpäys,2002,Harlequin,"Kava, Alex",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175993853432,Lang,2002,Otava,"Westö, Kjell",swe,romaanit
http://seco.tkk.fi/saha3/udeb03661-e66c-4288-9047-8320d2759de0,Lapsuudesta tähän päivään,2002,Omakustanne,"Heden, Arja",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175994627453,Lasihiekkaa,2002,MC-Pilot,"Järvenpää, Juhani",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9521605146,Laske Lukulan lampaat,2002,Kolibri,"Marwood, Desmond",eng,kuvakirjat
http://seco.tkk.fi/saha3/u579d04b9-5161-4cbb-bf52-40f33ea742fa,Lasse sukset ristissä,2002,Otava,"Olsson, Sören",swe,romaanit
http://seco.tkk.fi/saha3/u87c964ff-f4c0-4556-83c7-aff90874d444,Lassi ja Leevi : sunnuntaisivut 1985-1995,2002,Egmont,"Watterson, Bill",eng,sarjakuva-albumit
http://data.kirjasampo.fi/physicalWork_9518822182,"Lassi, laulava lammas",2002,Kustannus-Mäkelä,"Wallace, Karin",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175995029884,Lattian maku jaloissa,2002,Omakustanne,"Thors, Sisko",fin,romaanit
http://seco.tkk.fi/saha3/uae990e81-f26a-48ed-9c5d-b6bfab44dde5,Laulavat varpaat,2002,Tammi,"Mikkanen, Raili",fin,runokokoelmat
http://seco.tkk.fi/saha3/u1d37f7f5-a7d2-498e-91b4-80f5ffc059e7,Lauluja Oinaalta päin,2002,Omakustanne,"Niemelä, Tuomo",fin,runokokoelmat
http://seco.tkk.fi/saha3/u3ea0a0a0-6dfd-43a7-9cef-85d27eb9b5c1,Laura ja Akun tehdas,2002,Otava,"Lehtinen, Tuija",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175996406793,Le mariage,2002,Otava,"Johnson, Diane",eng,romaanit
http://seco.tkk.fi/saha3/u76dd07db-1aff-4793-9979-c2f1b546146a,Leevi ja dinosauruksen kynsi,2002,Kustannus-Mäkelä,"Fearnley, Jan",eng,romaanit
http://seco.tkk.fi/saha3/u715ff58c-a226-424b-bb12-20f6de53dde5,Leidi,2002,WSOY,"Burgess, Melvin",eng,romaanit
http://data.kirjasampo.fi/physicalWork_951234338X,Leidi ja muut,2002,Karisto,"Doyle, Malachy",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175996320159,Leipäkivi,2002,WSOY,"Tuominen, Pirjoliisa",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175996361866,Leiri maailman laidalla,2002,Karisto,"Saraspää, Seppo",fin,romaanit
http://seco.tkk.fi/saha3/u15c1e958-2641-4de5-8ac8-7174dc72710e,"Lennä, Sinisilmä, lennä",2002,WSOY,"Sandström, Tuula",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9512836742,Lentokapteeni Liito,2002,Kirjalito,"Rahn, Sabine",deu,kuvakirjat
http://seco.tkk.fi/saha3/ucb7d04a6-a96f-401f-adcf-a2372a2974eb,Lentävä hollantilainen. Haaksirikkoiset,2002,Otava,"Jacques, Brian",eng,romaanit
http://seco.tkk.fi/saha3/u4ad51594-9c31-4b97-84ee-3c190bc03653,Lentävä possu,2002,Kustannus-Mäkelä,"Morpurgo, Michael",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9518822174,"Leo, leikkivä myyrä",2002,Kustannus-Mäkelä,"Wallace, Karin",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175996703724,Lepo!,2002,MC-Pilot,"Brander, Juhani",fin,romaanit
http://www.yso.fi/onto/kaunokki#Lesken_paivakirja,Lesken päiväkirja,2002,WSOY,"Vuoria, Pekka",fin,tietokirjat
http://www.yso.fi/onto/kaunokki#book_549,Leveäharteinen ajattelija,2002,WSOY,"Mäkelä, Matti",fin,tietokirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175996835299,Leviatanin purjehdus,2002,WSOY,"Akunin, Boris",rus,romaanit
http://www.seco.tkk.fi/applications/saha#Instance_ID1246006369857,Liian innokas rakastaja ja muita kertomuksia,2002,WSOY,"Kyrklund, Willy",swe,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175997630326,Liima,2002,Otava,"Welsh, Irvine",eng,romaanit
http://seco.tkk.fi/saha3/uf5a5ed87-f8d7-4168-91ba-a6a9fa0e7419,Lilli ja hänen enkelinsä,2002,Omakustanne,"Soininen, Ritva",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175997805514,Lilly,2002,Otava,"Aho, Elisabet",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175997913289,Linnanneidon lokikirja,2002,Gummerus,"Smith, Dodie",eng,romaanit
http://seco.tkk.fi/saha3/u24cf8bd1-fb82-420a-80b3-dffe6f69522a,Lintu on laiha sana,2002,Runogalleria,"Kuopio, Anne-Maria",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175998354922,Lipsauttajat,2002,WSOY,"Skiftesvik, Joni",fin,romaanit
http://seco.tkk.fi/saha3/u9fd0650c-034d-47f9-bf6b-9a26766f403f,Lohikäärmeen kummilapsi,2002,WSOY,"Wrede, Patricia",eng,romaanit
http://seco.tkk.fi/saha3/u44e28e75-3b5d-4c21-86f2-115b8b9f5146,Lohikäärmeen lunnaat,2002,WSOY,"Applegate, Katherine",eng,romaanit
http://seco.tkk.fi/saha3/u1f7d4b6c-e183-4cbd-ad15-fccc79f68d4f,Lohikäärmeen retkikunta,2002,WSOY,"Wrede, Patricia",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175999128334,Lohikäärmetalvi,2002,Otava,"Tabet, Sirpa",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9516193471,Loistava puutarha,2002,Uusi tie,"Marsh, T. F.",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175999423023,Lokakuun hiljaisuus,2002,Otava,"Grøndahl, Jens Christian",dan,romaanit
http://data.kirjasampo.fi/physicalWork_9529145837,"Lomalla ei munita, Pellekaija Pum",2002,Daigado,"Tonttila, Pekka",fin,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123175999583090,Lopullinen totuus. Kaikesta,2002,Tammi,"Nieminen, Kai",fin,runokokoelmat
http://data.kirjasampo.fi/physicalWork_9510267961,Loruleikki = Lek med rim,2002,WSOY,"Cacciatore, Raisa",fin,kuvakirjat
http://seco.tkk.fi/saha3/udf32a8e4-d5f1-4e01-b4db-fdebc8fd2cb2,Lorun loppu,2002,WSOY,"Ardagh, Philip",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000012239,Luiron laulu,2002,WSOY,"Hihnavaara, Lauri",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9519664653,Lukin keittokirja,2002,Omakustanne,"Mäki, Oili",fin,kokoomateokset
http://www.yso.fi/onto/kaunokki#Instance_ID123176000142048,Lumen saartama kahvila,2002,Gummerus,"Honkasalo, Laura",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123176000232918,Luminen kesä,2002,WSOY,"Manninen, Jaakko",fin,romaanit
http://seco.tkk.fi/saha3/uc98d84a9-1578-4f23-9060-13ce87e8ef0e,Lumottu lipas,2002,Tammi,"Laulajainen, Leena",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123175931124348,Lumottu sormus,2002,Otava,"Kerr, Katharine",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000428749,Lumpeenkukkalampi,2002,Tammi,"Thor, Annika",swe,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000498797,Luodetuulen maa,2002,Like,"Koivukari, Tapio",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000612683,Luolien suojatit,2002,WSOY,"Untinen-Auel, Jean M.",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000676493,Luomukunnan kruunupäät,2002,MC-Pilot,"Parkkonen, Eeva-Liisa",fin,romaanit
http://seco.tkk.fi/saha3/u9631581b-eb1a-4ec7-b011-e201dd7bc429,"Luota valoon, Siniliina!",2002,Lasten Keskus,"Frangén, Silja",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000852598,Luotettava ohikulkija,2002,Tammi,"Verronen, Maarit",fin,novellikokoelmat
http://seco.tkk.fi/saha3/u08442a3b-61b2-4dc0-abec-d55fd9f1c3f0,Luova mieli,2002,Kirjapaja,"Andersson, Claes",fin,tietokirjat
http://seco.tkk.fi/saha3/uf0030b9b-86a7-42a4-a37c-1ebe2e960bab,Luovuuden lumous,2002,Gummerus,"Tabermann, Tommy",fin,aforismikokoelmat
http://seco.tkk.fi/saha3/u1067df1d-6e85-4e36-8705-433cd943a0ac,Luupäät 7,2002,Like,"Smith, Jeff",eng,sarjakuva-albumit
http://www.yso.fi/onto/kaunokki#Instance_ID123176000947699,Luurankohuutoja,2002,Sammakko,"Ginsberg, Allen",eng,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123176000996144,Luutohtorin tytär,2002,WSOY,"Tan, Amy",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175993021397,Lähempänä taivasta,2002,Tammi,"O'Hagan, Andrew",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175993118413,Lähettiläät,2002,Karisto,"Jordan, Robert",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123175993159026,Lähimetsässä,2002,Jalava,"Salvatore, R. A.",eng,romaanit
http://seco.tkk.fi/saha3/u07a827cf-9ed1-4250-b88b-f440598ae5ed,Maailman laidalla - elämän keskellä,2002,Omakustanne,"Tuomikoski, Sirkka",fin,runokokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123176001335884,Maailman tyhmin isä,2002,Like,Mikael Torfason,isl,romaanit
http://data.kirjasampo.fi/physicalWork_9512837196,Maailman ympäri satujen siivin,2002,Kirjalito,"Baxter, Nicola",eng,satukokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123176001269157,Maailmanselkä,2002,Jalava,"Salvatore, R. A.",eng,romaanit
http://seco.tkk.fi/saha3/u26afc687-e09f-4c86-b5a9-6f14b506aa8c,Maailmantapin koulukyydit,2002,Tammi,"Levola, Kari",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9512836157,Maalaishiiri ja kaupunkilaishiiri,2002,Kirjalito,"Kobilke, Christiane",deu,kuvakirjat
http://www.yso.fi/onto/kaunokki#Instance_ID12317600141907,Maalauksia,2002,Basam Books,"Segalen, Victor",fra,romaanit
http://seco.tkk.fi/saha3/u6b116cad-4814-46b9-8a79-c2e7343eb94d,Maameren tarinat 1-3,2002,WSOY,"Le Guin, Ursula K.",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176001499862,Maanalaiset,2002,Sammakko,"Kerouac, Jack",eng,romaanit
http://seco.tkk.fi/saha3/u17761edc-28c6-4100-a9f3-a3399cb7c6fe,Maantieteelle Venäjä ei voi mitään,2002,Gummerus,"Helanterä, Antti",fin,tietokirjat
http://www.yso.fi/onto/kaunokki#Instance_ID123176001711785,Maata ja tuhkaa,2002,Like,"Rahimi, Atiq",fra,romaanit
http://data.kirjasampo.fi/physicalWork_9512343061,Maatilan eläimiä,2002,Karisto,"Tuxworth, Nicola",eng,kuvakirjat
http://seco.tkk.fi/saha3/u45ee27da-2efe-412c-938d-f65b5a1009cc,Magiaa mahan täydeltä,2002,WSOY,"Gliori, Debi",eng,romaanit
http://seco.tkk.fi/saha3/u009f1a39-b65a-49f4-89b8-b2debc582749,Mahdoton yhtälö,2002,Otava,"Lehtinen, Tuija",fin,romaanit
http://www.seco.tkk.fi/applications/saha#Instance_ID1245829059128,Mahla virtaa,2002,Myllylahti,"Jämsén, Turkka",fin,novellikokoelmat
http://www.yso.fi/onto/kaunokki#Instance_ID123176001893144,Mahtava Morris ja sivistyneet siimahännät,2002,Karisto,"Pratchett, Terry",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176001956714,Maijan varjo,2002,Omakustanne,"Peltoniemi, Sylvi",fin,romaanit
http://data.kirjasampo.fi/physicalWork_9510271322,Maisa huvipuistossa,2002,WSOY,"Cousins, Lucy",eng,kuvakirjat
http://data.kirjasampo.fi/physicalWork_9510271314,Maisa ostoksilla,2002,WSOY,"Cousins, Lucy",eng,kuvakirjat
http://www.yso.fi/onto/kaunokki#Makia_suola,Makia suola,2002,Myllylahti,"Kaasila, Marjatta",fin,pakinakokoelmat
http://seco.tkk.fi/saha3/u032d2aa9-edf6-4e85-a556-9117d494bd87,Makkara ja uusi lemmikki,2002,Kustannus-Mäkelä,"Morgan, Michaela",eng,romaanit
http://seco.tkk.fi/saha3/u47987771-8044-4cdd-983a-ae8071642c34,Makkara kummitustalossa,2002,Kustannus-Mäkelä,"Morgan, Michaela",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176002233043,Malesian blues,2002,MC-Pilot,"Osmanen, Timo",fin,romaanit
http://seco.tkk.fi/saha3/u5c9dd74d-9692-4eba-aa2e-61b6785a55bd,Mallory ja kurittomat kaksoset,2002,Tammi,"Martin, Ann M.",eng,romaanit
http://data.kirjasampo.fi/physicalWork_9513213668,"Malttia, Puh",2002,Sanoma Magazines Finland,"Zoehfeld, Kathleen W.",eng,kuvakirjat
http://seco.tkk.fi/saha3/u3108f718-c564-48e9-b7ac-5198814bfd40,Manu jälleen vauhdissa ,2002,Kustannus-Mäkelä,"West, Colin",eng,romaanit
http://seco.tkk.fi/saha3/u3445e8fe-9010-4ed5-8125-e426fcc3b14d,Manu kiipelissä,2002,Kustannus-Mäkelä,"West, Colin",eng,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176002523897,Manzesen madonnat,2002,Kirja-Aurora,"Numminen, Helena",fin,romaanit
http://www.yso.fi/onto/kaunokki#Instance_ID123176002545755,Maria & José ,2002,Like,"Loe, Erlend",nor,romaanit
http://seco.tkk.fi/saha3/ue4a2baaf-a8ba-4fdd-9881-a49a0a629fd0,Markus ja jalkapallon huuma,2002,Tammi,"Hagerup, Klaus",nor,romaanit
